Ticker,Short Name,Price,Pe Ratio,Peg Ratio,Eps Ttm,Total Revenue,Growth,3-4 Year Sales Growth,Cagr,Ebit,Enterprise Value,Invested Capital,Roic,Dividendyield,Dividend Yield%,Earnings Growth,Roe,Roa,Debt To Equity,Pb Ratio,Free Cash Flow,Market Cap,Rev Growth,Sector
TTE,TotalEnergies SE,61.33,11.11,10.09,5.52,187118993408.0,1.1,5.94,1.62,25466000000.0,173792739328.0,178863000000.0,0.14,6.37,0.06,-0.29,0.11,0.05,0.53,1.16,10905249792.0,134439034880.0,-0.09,Energy
ADP,"Automatic Data Processing, Inc.",305.81,30.64,3.6,9.98,20560900096.0,8.51,24.62,6.3,5766000000.0,125240393728.0,14932200000.0,0.39,2.03,0.02,0.1,0.76,0.06,1.47,20.03,3618062592.0,123866202112.0,0.08,Technology
LRCX,Lam Research Corporation,101.75,24.52,1.64,4.15,18435590144.0,14.96,1.91,0.53,5515372000.0,127188140032.0,13995445000.0,0.39,0.93,0.01,0.69,0.58,0.18,0.45,13.09,4612528128.0,129094295552.0,0.34,Technology
MU,"Micron Technology, Inc.",118.89,21.42,0.13,5.55,33813000192.0,162.04,-9.36,-2.69,8022000000.0,130598526976.0,63182000000.0,0.13,0.41,0.0,4.68,0.13,0.07,0.32,2.62,1219874944.0,133053366272.0,0.37,Technology
AIR,AAR Corp.,74.79,213.69,,0.35,2780499968.0,0.0,52.77,12.48,114300000.0,3507953152.0,2179600000.0,0.05,,0.0,2.74,0.01,0.04,0.87,2.18,73762496.0,2689762560.0,0.15,Industrials
DTE,DTE Energy Company,140.26,20.18,3.35,6.95,14200999936.0,6.02,-16.75,-4.96,2341000000.0,53081264128.0,35488000000.0,0.07,3.11,0.03,-0.29,0.13,0.03,2.05,2.48,-1478000000.0,29116291072.0,0.19,Utilities
BX,Blackstone Inc.,168.91,45.65,2.94,3.7,13505741824.0,15.53,-34.36,-11.03,,154608402432.0,20432679000.0,,2.54,0.03,0.72,0.29,0.13,0.61,15.83,,207782952960.0,0.42,Financial Services
COP,ConocoPhillips,93.91,12.59,,7.46,59385999360.0,0.0,19.46,5.06,14859000000.0,135477174272.0,89101000000.0,0.17,3.37,0.03,-0.15,0.16,0.08,0.36,1.79,7256875008.0,117287960576.0,0.02,Energy
SNPS,"Synopsys, Inc.",619.42,71.86,12.8,8.62,6221316096.0,5.61,45.75,11.02,1534705000.0,92588015616.0,19966361000.0,0.08,,0.0,0.18,0.16,0.05,1.08,9.69,1938772352.0,114619949056.0,0.1,Technology
RR..L,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
BATS.L,BRITISH AMERICAN TOBACCO PLC OR,4228.0,30.42,0.45,1.39,25596000256.0,67.88,0.71,0.2,,122641661952.0,49643000000.0,,5.74,0.0,0.0,0.06,0.06,0.75,205.27,9270750208.0,93353402368.0,-0.02,Consumer Defensive
MDT,Medtronic plc.,92.88,25.73,2.14,3.61,33536999424.0,12.01,5.84,1.59,6357000000.0,137795584000.0,76482000000.0,0.08,3.11,0.03,0.62,0.1,0.04,0.61,2.48,4206249984.0,119003430912.0,0.04,Healthcare
ADI,"Analog Devices, Inc.",223.95,60.86,1.31,3.68,9818655744.0,46.63,28.82,7.28,2318773000.0,115985006592.0,42207757000.0,0.05,1.77,0.02,0.88,0.05,0.03,0.21,3.17,2982311936.0,111134736384.0,0.22,Technology
KLAC,KLA Corporation,914.8,30.12,1.97,30.37,12156162048.0,15.29,41.82,10.19,4572569000.0,122172506112.0,9888061000.0,0.46,0.83,0.01,0.44,1.01,0.2,1.25,25.74,,120974065664.0,0.24,Technology
IBE,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
UCG,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
AI,"C3.ai, Inc.",22.13,,,-2.24,389056000.0,0.0,53.92,12.72,-324424000.0,2362787072.0,838303000.0,-0.39,,0.0,,-0.34,-0.2,0.07,3.54,58234000.0,2973961984.0,0.26,Technology
MO,"Altria Group, Inc.",64.19,12.42,,5.17,20259000320.0,0.0,-3.16,-0.89,11750000000.0,130240069632.0,21464000000.0,0.55,6.42,0.06,-0.38,,0.23,0.0,-33.14,7045499904.0,107832147968.0,0.0,Consumer Defensive
CRWD,"CrowdStrike Holdings, Inc.",424.49,,4.84,-0.68,4136022016.0,0.0,172.36,32.07,-62769000.0,102014738432.0,4195232000.0,-0.01,,0.0,,-0.06,-0.01,0.22,30.64,1310727424.0,105803284480.0,0.2,Technology
WELL,Welltower Inc.,168.03,94.4,3.7,1.78,9277824000.0,25.5,66.76,15.25,1369667000.0,125925605376.0,51871629000.0,0.03,1.74,0.02,0.18,0.03,0.02,0.47,3.11,2066642688.0,112382828544.0,0.4,Real Estate
CEG,Constellation Energy Corporatio,335.76,35.38,,9.49,24195000320.0,0.0,19.95,5.18,4429000000.0,112969244672.0,21757000000.0,0.2,0.46,0.0,-0.87,0.24,0.05,0.63,7.98,3761374976.0,105234464768.0,0.1,Utilities
PANW,"Palo Alto Networks, Inc.",167.06,95.46,2.11,1.75,8874699776.0,45.15,88.61,19.26,1321500000.0,108901408768.0,7613700000.0,0.17,,0.0,-0.06,0.21,0.03,0.11,15.39,3175474944.0,111585386496.0,0.15,Technology
TMUS,"T-Mobile US, Inc.",244.98,23.13,1.01,10.59,84052000768.0,22.97,1.6,0.44,19439000000.0,381820043264.0,144030000000.0,0.13,1.45,0.01,0.1,0.2,0.06,1.94,4.52,5070750208.0,275705397248.0,0.07,Communication Services
MELI,"MercadoLibre, Inc.",2353.7,58.27,1.51,40.39,24096000000.0,38.56,193.92,34.89,2868000000.0,124353413120.0,12901000000.0,0.22,,0.0,-0.02,0.44,0.07,1.58,20.89,-3821750016.0,119326466048.0,0.34,Consumer Cyclical
ICE,Intercontinental Exchange Inc.,186.4,35.78,2.99,5.21,9688000512.0,11.97,28.28,7.16,4845000000.0,125445660672.0,47652000000.0,0.1,1.02,0.01,0.35,0.11,0.02,0.69,3.75,3984375040.0,106699636736.0,0.1,Financial Services
ZURN.SW,ZURICH INSURANCE N,574.0,17.49,2.46,32.82,69682003968.0,7.12,11.8,3.15,,93142425600.0,38363000000.0,,4.85,0.05,0.01,0.24,0.01,0.6,3.31,25457874944.0,81671585792.0,0.03,Financial Services
BBVA,Banco Bilbao Vizcaya Argentaria,18.59,9.11,2.8,2.04,31427000320.0,3.26,70.62,15.99,,40543457280.0,128630000000.0,,4.32,0.02,-0.02,0.19,0.01,0.0,1.95,,107015561216.0,-0.1,Financial Services
MMC,"Marsh & McLennan Companies, Inc",203.67,24.42,2.21,8.34,25799000064.0,11.07,23.4,6.01,6390000000.0,120094081024.0,35496000000.0,0.18,1.77,0.02,0.08,0.28,0.08,1.35,6.35,4343499776.0,100129062912.0,0.12,Financial Services
7974.T,NINTENDO CO LTD,14355.0,59.88,3.32,239.73,1490646990848.0,18.02,-31.29,-9.89,300845000000.0,14804739686400.0,2724326000000.0,0.11,0.84,0.01,0.19,0.11,0.05,0.0,6.19,,16712808267776.0,1.32,Communication Services
SO,Southern Company (The),94.69,24.47,4.06,3.87,28362999808.0,6.03,15.62,4.11,8122000000.0,177051484160.0,103350000000.0,0.08,3.1,0.03,-0.27,0.11,0.03,1.9,3.06,-1096749952.0,104163745792.0,0.08,Utilities
CB,Chubb Limited,271.24,11.98,2.4,22.65,57486000128.0,5.0,37.72,9.29,12236000000.0,127299280896.0,84371000000.0,0.15,1.44,0.01,0.33,0.14,0.03,0.29,1.56,12818124800.0,108140666880.0,0.08,Financial Services
CME,CME Group Inc.,282.21,27.29,8.56,10.34,6432699904.0,3.19,30.71,7.72,5015200000.0,103377387520.0,31159400000.0,0.16,1.78,0.02,0.16,0.14,0.02,0.14,3.66,2922299904.0,101702836224.0,0.1,Financial Services
ABBN.SW,ABB LTD N,53.78,29.23,2.84,1.84,33575999488.0,10.29,13.49,3.58,5875000000.0,103453278208.0,22888000000.0,0.26,1.69,0.02,0.05,0.3,0.09,0.67,6.98,3242125056.0,98090418176.0,0.08,Industrials
SPOT,Spotify Technology S.A.,705.89,158.27,2.45,4.46,16613000192.0,64.55,62.11,14.35,1307000000.0,136914821120.0,8556000000.0,0.15,,0.0,,0.15,0.1,0.37,21.92,751374976.0,145256628224.0,0.1,Communication Services
SBUX,Starbucks Corporation,92.12,39.88,2.71,2.31,36689301504.0,14.71,24.49,6.27,4073800000.0,126870536192.0,9633100000.0,0.42,2.68,0.03,-0.47,,0.08,0.0,-13.59,1653387520.0,104712806400.0,0.04,Consumer Cyclical
ENB.TO,ENBRIDGE INC,64.69,22.78,,2.84,64476999680.0,0.0,13.6,3.6,13711000000.0,250845134848.0,159683000000.0,0.09,5.82,0.06,0.17,0.1,0.03,1.48,2.41,2001250048.0,141057196032.0,0.31,Energy
1299.HK,AIA,73.6,15.14,1.11,4.86,22467000320.0,13.69,-56.6,-20.68,,802568339456.0,53819000000.0,,2.38,0.0,1.33,0.17,0.02,0.45,19.55,5440875008.0,770275475456.0,0.14,Financial Services
OR,OR Royalties Inc.,30.41,72.4,,0.42,213999008.0,0.0,8.38,2.26,114412639.73,5656358912.0,1326015000.0,0.09,0.72,0.01,,0.06,0.06,0.03,4.43,41055908.0,5726963200.0,0.27,Basic Materials
AMT,American Tower Corporation (REI,206.51,38.53,52.79,5.36,10259600384.0,0.73,8.23,2.22,4331400000.0,146601852928.0,41197300000.0,0.11,3.24,0.03,-0.59,0.24,0.05,4.31,26.04,4460037632.0,96698515456.0,0.03,Real Estate
PLD,"Prologis, Inc.",105.68,28.49,,3.71,8914973696.0,0.0,72.32,16.31,4744598000.0,136950620160.0,87331177000.0,0.05,3.8,0.04,-0.34,0.06,0.02,0.62,1.86,5036831232.0,98077696000.0,0.09,Real Estate
VRTX,Vertex Pharmaceuticals Incorpor,366.54,26.09,,14.05,11418800128.0,0.0,45.49,10.97,4391000000.0,89088802816.0,17175400000.0,0.26,,0.0,,0.23,0.13,0.09,5.47,,93977559040.0,0.12,Healthcare
INTC,Intel Corporation,19.95,,,-4.77,53070000128.0,0.0,-32.8,-10.45,-10834000000.0,123952291840.0,148640000000.0,-0.07,,0.01,,-0.19,-0.01,0.48,0.89,-8320625152.0,87321149440.0,0.0,Technology
DASH,"DoorDash, Inc.",259.19,142.41,1.38,1.82,11895000064.0,103.35,119.35,24.37,543000000.0,114022531072.0,11644000000.0,0.05,,0.0,,0.1,0.03,0.36,12.4,-775750016.0,110724677632.0,0.25,Consumer Cyclical
ORLY,"O'Reilly Automotive, Inc.",103.33,37.04,2.23,2.79,17122020352.0,16.63,25.37,6.48,3251989000.0,96002809856.0,4294365000.0,0.76,,0.0,0.07,,0.14,0.0,-71.36,1294552064.0,87712808960.0,0.06,Consumer Cyclical
CDNS,"Cadence Design Systems, Inc.",352.06,95.41,3.61,3.69,5089287168.0,26.41,55.32,13.0,1518833000.0,95410020352.0,7484683000.0,0.2,,0.0,-0.3,0.22,0.12,0.49,19.16,1514491648.0,95932825600.0,0.2,Technology
ISP,"ISP,0P0000LYZW,0",,,,,,0.0,23.2,5.96,,,216697000000.0,,,,,,,0.0,,,,,
PH,Parker-Hannifin Corporation,727.74,26.82,3.24,27.13,19850000384.0,8.27,38.91,9.55,4450918000.0,101395529728.0,22763887000.0,0.2,0.99,0.01,0.18,0.27,0.09,0.68,6.77,2978385920.0,92989161472.0,0.01,Industrials
8316.T,SUMITOMO MITSUI FINANCIAL GROUP,3851.0,12.64,1.36,304.61,3346440126464.0,9.31,48.0,11.5,,-28711816527872.0,46010887000000.0,,3.53,0.03,0.02,0.04,0.0,0.0,1.03,,14852806410240.0,0.06,Financial Services
BNP,14831,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
BN.TO,BROOKFIELD CORPORATION,89.03,145.95,,0.61,78279999488.0,0.0,13.57,3.59,21012000000.0,493088669696.0,293127000000.0,0.07,0.55,0.0,5.33,0.02,0.03,1.57,3.13,,136552431616.0,-0.22,Financial Services
BMY,Bristol-Myers Squibb Company,45.95,18.45,,2.49,47703998464.0,0.0,4.13,1.13,8575000000.0,129767366656.0,66620000000.0,0.13,5.47,0.05,-0.22,0.29,0.08,2.92,5.36,16022750208.0,93528473600.0,0.01,Healthcare
RHM,Round Hill Music Royalty Ltd,,,,,,0.0,0.0,0.0,,,,,3.51,,,,,0.0,,,,,
LMT,Lockheed Martin Corporation,425.63,23.87,1.79,17.83,71844003840.0,13.35,5.96,1.62,5952000000.0,120910069760.0,26972000000.0,0.22,3.06,0.03,-0.79,0.73,0.06,4.06,18.51,3821625088.0,99369705472.0,0.0,Industrials
MSTR,MicroStrategy Incorporated,395.13,27.69,,14.27,462321984.0,0.0,-9.26,-2.66,6627552000.0,123097948160.0,55639674000.0,0.12,,0.0,,0.18,0.12,0.16,2.34,-7810071040.0,112040296448.0,0.03,Technology
NKE,"Nike, Inc.",74.19,34.35,4.44,2.16,46308999168.0,7.74,-0.86,-0.24,3702000000.0,111441469440.0,21179000000.0,0.17,2.15,0.02,-0.86,0.23,0.06,0.83,8.29,3720124928.0,109571211264.0,-0.12,Consumer Cyclical
CFR.SW,RICHEMONT N,131.9,22.09,2.61,5.97,21398999040.0,8.45,27.77,7.04,,73613164544.0,30610000000.0,,2.29,0.02,1.69,0.18,0.07,0.59,3.51,3122374912.0,77549281280.0,0.09,Consumer Cyclical
MCK,McKesson Corporation,668.58,26.81,1.05,24.94,377595002880.0,25.53,36.02,8.92,4565000000.0,91791917056.0,5810000000.0,0.79,0.49,0.0,-0.14,,0.04,0.0,-42.49,5168249856.0,83160653824.0,0.23,Healthcare
MUV2,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
WM,"Waste Management, Inc.",235.09,34.88,2.98,6.74,23950000128.0,11.72,23.04,5.93,4207000000.0,118282379264.0,33221000000.0,0.13,1.41,0.01,0.07,0.33,0.07,2.61,10.29,1450375040.0,94701305856.0,0.19,Industrials
REL.L,RELX PLC ORD 14 51/116P,3577.0,34.73,2.7,1.03,9534000128.0,12.88,30.23,7.61,,74491789312.0,9922000000.0,,1.75,0.0,-0.01,0.72,0.12,3.43,3005.88,1933624960.0,65421185024.0,0.02,Industrials
TT,Trane Technologies plc,430.09,33.95,3.2,12.67,20750100480.0,10.59,40.33,9.86,3803300000.0,99122847744.0,12449200000.0,0.31,0.88,0.01,0.16,0.39,0.11,0.59,12.23,2353625088.0,95701475328.0,0.08,Industrials
MDLZ,"Mondelez International, Inc.",61.83,22.65,5.11,2.73,37105000448.0,4.43,26.88,6.83,4673000000.0,100059643904.0,47080000000.0,0.1,3.21,0.03,0.07,0.14,0.04,0.82,3.05,3348624896.0,80004931584.0,0.08,Consumer Defensive
DUK,Duke Energy Corporation (Holdin,125.32,20.51,2.79,6.11,30848000000.0,7.36,23.3,5.99,9044000000.0,187672903680.0,137351000000.0,0.07,3.38,0.03,0.09,0.1,0.03,1.7,1.95,-1614125056.0,97451835392.0,0.05,Utilities
MCO,Moody's Corporation,515.29,43.78,2.72,11.77,7306999808.0,16.09,13.99,3.7,3132000000.0,97679712256.0,10916000000.0,0.29,0.73,0.01,0.05,0.53,0.13,1.8,23.4,2066249984.0,92421898240.0,0.04,Financial Services
KKR,KKR & Co. Inc.,142.67,67.3,0.8,2.12,21446418432.0,83.74,34.36,8.55,8489802000.0,181829681152.0,74812937000.0,0.11,0.52,0.01,-0.24,,,0.75,5.08,,132042080256.0,0.22,Financial Services
BP..L,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
CS,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
APP,Applovin Corporation,455.98,62.81,2.83,7.26,5737590784.0,22.16,68.6,15.61,2758900000.0,156553543680.0,4678085000.0,0.59,,0.0,1.64,2.54,0.33,3.01,132.36,2088980608.0,154235224064.0,0.77,Communication Services
NOC,Northrop Grumman Corporation,581.11,21.46,3.84,27.08,40500998144.0,5.59,15.04,3.97,5394000000.0,99392061440.0,30631000000.0,0.18,1.57,0.01,0.25,0.27,0.06,1.17,5.38,2474125056.0,83205079040.0,0.01,Industrials
MMM,3M Company,153.3,21.32,3.46,7.19,24601999360.0,6.17,-30.49,-9.6,5808000000.0,90450231296.0,17436000000.0,0.33,1.92,0.02,-0.37,0.95,0.07,3.17,19.03,-3343749888.0,81652187136.0,0.01,Industrials
SHW,Sherwin-Williams Company (The),352.16,34.94,3.83,10.08,23079899136.0,9.12,15.81,4.16,3695200000.0,100782546944.0,15087200000.0,0.24,0.9,0.01,-0.15,0.62,0.09,3.09,19.88,1781549952.0,87805108224.0,0.01,Basic Materials
CSL.AX,CSL FPO [CSL],260.88,31.17,,8.37,15230000128.0,0.0,43.1,10.46,2753000000.0,138746855424.0,30523000000.0,0.09,1.63,0.01,0.06,0.14,0.07,0.58,6.81,1782375040.0,126321229824.0,0.05,Healthcare
7011.T,MITSUBISHI HEAVY INDUSTRIES,3872.0,52.91,,73.18,5109273067520.0,0.0,30.23,7.61,206220000000.0,13600262455296.0,3477976000000.0,0.06,0.62,0.01,,,,0.46,5.47,,13000897462272.0,,Industrials
AJG,Arthur J. Gallagher & Co.,289.44,43.79,1.18,6.61,11551500288.0,37.22,40.75,9.95,2589700000.0,73260015616.0,35918200000.0,0.07,0.9,0.01,0.29,0.1,0.02,0.58,3.22,1053374976.0,74201710592.0,0.12,Financial Services
EL,"Estee Lauder Companies, Inc. (T",90.69,,1.73,-2.42,14785999872.0,0.0,-3.74,-1.05,-508000000.0,39376908288.0,11646000000.0,-0.04,1.53,0.02,-0.52,-0.16,0.04,2.16,7.51,1570625024.0,32625909760.0,-0.1,Consumer Defensive
VST,Vistra Corp.,202.12,32.03,6.45,6.31,18507999232.0,4.96,42.62,10.36,3931000000.0,88132681728.0,19736000000.0,0.2,0.44,0.0,-0.1,,,3.66,29.26,,68585783296.0,0.1,Utilities
RCL,Royal Caribbean Cruises Ltd.,301.44,22.43,1.11,13.44,17184000000.0,20.24,976.04,93.39,4973000000.0,101072445440.0,28183000000.0,0.18,0.97,0.01,0.42,0.47,0.08,2.11,8.93,2445750016.0,81879547904.0,0.1,Consumer Cyclical
BK,The Bank of New York Mellon Cor,103.09,15.76,1.18,6.54,19271000064.0,13.36,16.79,4.4,,-54998724608.0,74702000000.0,,2.07,0.02,0.22,0.12,0.01,0.0,1.88,,72703295488.0,0.1,Financial Services
6098.T,RECRUIT HOLDINGS CO LTD,8503.0,31.69,3.05,268.3,3534758871040.0,10.39,23.88,6.12,193401000000.0,11849654337536.0,1618593000000.0,0.12,0.3,0.0,0.14,0.24,0.12,0.14,8.72,430356758528.0,12150361817088.0,-0.02,Communication Services
INGA,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
PNC,"PNC Financial Services Group, I",189.74,12.97,2.06,14.63,21240000512.0,6.29,8.32,2.24,,131923009536.0,118031000000.0,,3.63,0.03,0.12,0.11,0.01,0.0,1.44,,74720944128.0,0.04,Financial Services
CI,The Cigna Group,274.9,15.07,0.53,18.24,262023004160.0,28.31,40.24,9.84,8307000000.0,99220529152.0,70982000000.0,0.12,2.23,0.02,-0.01,0.13,0.04,0.76,1.82,4468125184.0,73378504704.0,0.11,Healthcare
ENEL,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
NAB.AX,NAT. BANK FPO [NAB],38.49,17.18,,2.24,20045000704.0,0.0,23.62,6.06,,229032869888.0,273675000000.0,,4.42,0.04,-0.02,0.11,0.01,0.0,1.89,,117582716928.0,0.01,Financial Services
ENR,"Energizer Holdings, Inc.",28.78,8.34,,3.45,2925600000.0,0.0,-4.45,-1.26,442000000.0,5259868672.0,3543800000.0,0.12,4.13,0.04,,1.64,0.08,18.92,10.91,187324992.0,1964767360.0,0.03,Industrials
RMS,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
HOOD,"Robinhood Markets, Inc.",114.63,58.19,,1.97,3567000064.0,0.0,62.59,14.45,1520000000.0,92597329920.0,20712000000.0,0.07,,0.0,1.05,0.24,0.05,1.61,12.61,,101868814336.0,0.45,Financial Services
CTAS,Cintas Corporation,226.27,51.42,4.19,4.4,10340180992.0,12.28,31.65,7.93,2365310000.0,93572325376.0,7109480000.0,0.33,0.81,0.01,0.08,0.4,0.16,0.57,19.46,1556821248.0,91181834240.0,0.08,Industrials
D05.SI,DBS,50.74,12.88,4.73,3.94,22097999872.0,2.72,56.78,13.3,,247106027520.0,144861000000.0,,5.2,0.05,0.01,0.17,0.01,0.0,2.13,,143989981184.0,0.05,Financial Services
TDG,Transdigm Group Incorporated,1389.77,46.08,4.06,30.16,8579999744.0,11.36,65.49,15.01,3977000000.0,102919192576.0,20008000000.0,0.2,,0.0,0.07,,,0.0,-13.78,,78313955328.0,0.09,Industrials
BMO.TO,BANK OF MONTREAL,155.21,14.4,,10.78,30599999488.0,0.0,19.07,4.96,,-59658784768.0,359702000000.0,,4.21,0.04,0.05,0.1,0.01,0.0,1.33,,112072638464.0,0.05,Financial Services
EMR,Emerson Electric Company,132.74,34.12,1.66,3.89,17780000768.0,20.61,35.26,8.75,3216000000.0,87422722048.0,34101000000.0,0.09,1.59,0.02,0.78,0.09,0.05,0.75,3.76,3172750080.0,74706075648.0,0.04,Industrials
CVS,CVS Health Corporation,65.54,18.26,0.66,3.59,384328990720.0,27.86,27.63,7.01,9553000000.0,151849107456.0,143869000000.0,0.07,4.18,0.04,-0.42,0.06,0.02,1.07,1.07,5829250048.0,83126345728.0,0.08,Healthcare
FI,"Fiserv, Inc.",133.24,22.28,0.63,5.98,21112000512.0,35.24,26.07,6.64,6181000000.0,101683355648.0,53064000000.0,0.12,,0.0,0.15,0.12,0.05,1.15,2.87,4373499904.0,72428339200.0,0.08,Technology
GSK.L,GSK PLC ORD 31 1/4P,1395.5,16.81,0.38,0.83,31630999552.0,44.73,27.05,6.87,5268000000.0,69773885440.0,14791000000.0,0.36,4.63,0.0,0.23,0.28,0.07,1.21,381.81,5477875200.0,56295165952.0,0.01,Healthcare
EQIX,"Equinix, Inc.",776.2,76.62,3.09,10.13,8931000320.0,24.78,31.84,7.97,1647000000.0,94176026624.0,32019000000.0,0.05,2.41,0.02,0.22,0.08,0.03,1.55,5.39,2248000000.0,75962040320.0,0.05,Real Estate
9984.T,SOFTBANK GROUP CORP,13865.0,17.79,,779.21,7362346221568.0,0.0,16.43,4.31,-77066000000.0,37709221462016.0,29567871000000.0,-0.0,0.32,0.0,,0.16,0.01,1.44,1.77,1695960924160.0,19750692323328.0,0.07,Communication Services
WBC.AX,WESTPAC FPO [WBC],33.66,17.17,,1.96,21365999616.0,0.0,2.7,0.74,,220700901376.0,278872000000.0,,4.52,0.04,-0.03,0.1,0.01,0.0,1.6,,115063005184.0,0.04,Financial Services
NEM,Newmont Corporation,68.98,12.5,,5.52,20583999488.0,0.0,52.86,12.5,9025000000.0,76998926336.0,39244000000.0,0.23,1.45,0.01,1.42,0.2,0.09,0.24,2.37,9163750400.0,75771084800.0,0.21,Basic Materials
8766.T,TOKIO MARINE HOLDINGS INC,6250.0,11.53,,541.88,8228302225408.0,0.0,31.86,7.98,560855000000.0,11172511219712.0,5304088000000.0,0.11,3.36,0.03,1.37,0.26,0.04,0.05,2.43,,11953812537344.0,0.13,Financial Services
PRX,756474,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
BARC.L,BARCLAYS PLC ORD 25P,367.95,8.97,1.52,0.41,25653999616.0,5.92,19.48,5.06,,87446691840.0,193345000000.0,,2.35,0.0,0.28,0.1,0.0,0.0,83.47,,52260675584.0,0.13,Financial Services
WMB,"Williams Companies, Inc. (The)",57.89,29.24,2.53,1.98,11363000320.0,11.57,-1.17,-0.33,4630000000.0,100764958720.0,40975000000.0,0.11,3.45,0.03,0.36,0.17,0.04,1.93,5.7,580875008.0,70694109184.0,0.11,Energy
8411.T,MIZUHO FINANCIAL GROUP,4549.0,12.92,1.23,352.09,3891114016768.0,10.47,44.68,10.8,,-45342301093888.0,32728996000000.0,,3.19,0.03,0.0,0.08,0.0,0.0,1.08,,11335107608576.0,0.01,Financial Services
ITW,Illinois Tool Works Inc.,256.99,22.54,3.96,11.4,15790000128.0,5.7,9.98,2.68,4517000000.0,83062587392.0,12147000000.0,0.37,2.51,0.02,-0.0,1.09,0.16,2.78,23.34,2327000064.0,74912579584.0,0.01,Industrials
DG,Dollar General Corporation,116.32,22.2,1.91,5.24,41134264320.0,11.62,18.68,4.87,1744083000.0,41766608896.0,13447993000.0,0.13,2.04,0.02,0.08,0.16,0.04,2.21,3.32,1635128448.0,25598658560.0,0.05,Consumer Defensive
BA..L,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
JCI,Johnson Controls International ,105.55,35.18,1.38,3.0,23402000384.0,25.45,-3.03,-0.85,2078000000.0,80387948544.0,26123000000.0,0.08,1.42,0.01,-0.28,0.12,0.05,0.68,4.36,2771124992.0,69070340096.0,0.03,Industrials
AON,Aon plc,366.4,30.89,1.79,11.86,16752000000.0,17.27,28.75,7.27,4130000000.0,95905177600.0,25131000000.0,0.16,0.82,0.01,0.1,0.37,0.05,2.25,10.08,3132000000.0,79005736960.0,0.1,Financial Services
MSI,"Motorola Solutions, Inc.",453.41,37.88,1.83,11.97,11093000192.0,20.71,32.38,8.1,2997000000.0,80552869888.0,9699000000.0,0.31,0.98,0.01,0.16,1.52,0.12,4.13,38.38,2132375040.0,75681382400.0,0.05,Technology
GD,General Dynamics Corporation,314.13,21.1,2.07,14.89,50273001472.0,10.21,24.04,6.16,5314000000.0,93467844608.0,32292000000.0,0.16,1.92,0.02,0.12,0.18,0.06,0.45,3.58,3491124992.0,84498767872.0,0.09,Industrials
6861.T,KEYENCE CORP,55550.0,33.9,2.66,1638.73,1072997990400.0,12.74,40.25,9.85,521314000000.0,12307960692736.0,2948608000000.0,0.18,0.63,0.01,-0.02,,,0.0,4.26,,13472262782976.0,0.06,Technology
PYPL,"PayPal Holdings, Inc.",67.65,14.49,0.89,4.67,32291999744.0,16.3,25.33,6.47,6273000000.0,67339915264.0,31497000000.0,0.2,,0.0,0.12,0.23,0.05,0.6,3.21,1010249984.0,64631320576.0,0.05,Financial Services
BNS.TO,BANK OF NOVA SCOTIA,77.03,16.15,,4.77,29176000512.0,0.0,8.74,2.35,,-42609364992.0,376821000000.0,,5.74,0.06,-0.04,0.08,0.0,0.0,1.13,,95947030528.0,0.04,Financial Services
CRH,CRH PLC,109.3,22.91,2.17,4.77,36346998784.0,10.54,21.8,5.63,5197000000.0,87715618816.0,38157000000.0,0.14,1.38,0.01,0.02,0.15,0.06,0.73,3.3,2067874944.0,73478348800.0,0.06,Basic Materials
MRVL,"Marvell Technology, Inc.",77.34,,,-0.57,6501700096.0,0.0,29.24,7.38,-285200000.0,70308651008.0,17545300000.0,-0.02,0.32,0.0,,-0.04,0.01,0.34,5.01,970537472.0,66682544128.0,0.63,Technology
ZTS,Zoetis Inc.,147.35,25.36,2.4,5.81,9384999936.0,10.57,19.03,4.96,3533000000.0,70668083200.0,11558000000.0,0.31,1.35,0.01,0.15,0.53,0.15,1.37,13.14,2286249984.0,65303019520.0,0.04,Healthcare
EOG,"EOG Resources, Inc.",116.28,10.77,,10.8,22477000704.0,0.0,18.86,4.91,7947000000.0,62868115456.0,34260000000.0,0.23,3.52,0.03,-0.2,0.2,0.1,0.16,2.34,3568999936.0,63464112128.0,-0.1,Energy
HWM,Howmet Aerospace Inc.,180.75,53.01,,3.41,7720999936.0,0.0,49.44,11.8,1822000000.0,76137676800.0,8245000000.0,0.22,0.26,0.0,0.53,0.3,0.11,0.68,14.64,703124992.0,72865030144.0,0.09,Industrials
